Site,1km_square,bog,broadleaf,built,conifer,dwarf,rough,river,people_km2,grassland,lat,long,year,bait
,D 0922,0,0.015298,0.10791,0,0.205798,0.330585,1914.81926,3297.347111,0.340408,55.03345732,-6.296026456,3,sunflower and peanuts
,C 9331,0.279651,0.037436,0.002092,0.364774,0.005523,0,302.428795,15.209,0.310523,55.11751875,-6.543228991,3,sunflower and peanuts
,C 9605,0,0.200736,0.003425,0.022012,0.156626,0.034316,4068.375973,24.816799,0.520654,54.88348241,-6.504940391,3,sunflower and peanuts
,C 9631,0,0.019972,0.022754,0.191799,0.122523,0,0,1279.453992,0.642952,55.11694757,-6.496229878,3,sunflower and peanuts
,H 6381,0.785591,0.000551,0,0.009726,0,0.119954,365.726696,20.582999,0.084179,54.67316648,-7.024224343,3,sunflower and peanuts
,J 3172,0,0.048128,0.742873,0.046626,0.039371,0,2089.089905,187.362854,0.123002,54.57929921,-5.974760763,3,sunflower and peanuts
,J 3946,0,0.067282,0.028722,0.280839,0.10323,0.224654,632.686366,62.568901,0.295274,54.34376341,-5.863329857,3,sunflower and peanuts
,C 9705,0,0.181989,0.037575,0.027955,0.019083,0.033977,5104.842909,14.64766,0.681096,54.88328965,-6.489365032,3,sunflower and peanuts
,H 5093,0.076483,0.204337,0.008762,0.153274,0.125713,0.231278,3967.759985,50.4328,0.200154,54.78240721,-7.223647646,3,sunflower and peanuts
,D 1233,0.139937,0.122772,0,0.466796,0.206054,0.027412,1030.457131,4.73723,0.037029,55.13155146,-6.244810174,3,sunflower and peanuts
,C 5314,0.192918,0.038008,0.016442,0.396941,0,0,164.128178,47.814751,0.350017,54.97071676,-7.173172828,3,sunflower and peanuts
,G 9455,0.316336,0.028764,0.006841,0.239046,0,0.186533,2632.355993,9.71762,0.22248,54.44350038,-8.093226498,3,sunflower and peanuts
,J 4577,0,0.114789,0.008758,0.249167,0.072722,0.046886,0,9.0465,0.507678,54.62036449,-5.755950073,3,sunflower and peanuts
,C 7821,0,0.050047,0,0.515573,0.170061,0.132297,0,42.803651,0.132022,55.03029921,-6.780982721,3,sunflower and peanuts
,C 7523,0,0.02942,0,0.690883,0.047223,0.061084,3375.943153,115.996902,0.171389,55.04872124,-6.82736104,3,sunflower and peanuts
,J 0525,0,0.02346,0,0.230125,0.370569,0.044316,1330.48964,22.03915,0.331531,54.163306,-6.39323578,3,sunflower and peanuts
,D 2904,0.34957,0.014557,0,0.629678,0.000004,0,2401.007722,23.315201,0.006192,54.86709069,-5.991509082,3,sunflower and peanuts
,H 8229,0.106361,0.300209,0,0.297045,0.002701,0.035836,3.9912,41.324126,0.217854,54.20341602,-6.744161454,3,sunflower and peanuts
,H 8385,0,0.162641,0.000048,0,0.006232,0.029358,1712.157944,18.5228,0.801721,54.70619583,-6.713156384,3,sunflower and peanuts
,H 4338,0.076742,0.212681,0.006494,0.228193,0.047587,0.191991,2306.787511,29.143299,0.2299,54.28901201,-7.340451935,3,sunflower and peanuts
,H 9147,0,0.03503,0.041047,0.012196,0.033056,0.0532,1370.40476,13.43561,0.812746,54.36355576,-6.600817108,3,sunflower and peanuts
,J 3237,0,0.027268,0.001124,0.763303,0.104168,0.028084,0,111.760575,0.009173,54.26481959,-5.974865186,3,sunflower and peanuts
,J 3279,0,0.56791,0,0.025706,0.152338,0.037293,0,93.058699,0.216753,54.64188111,-5.956158129,3,sunflower and peanuts
,C 5218,0,0.173271,0.027983,0.031339,0,0,5081.390078,13.37446,0.767407,55.00674844,-7.188060525,3,sunflower and peanuts
,H 4151,0,0.12044,0,0.166184,0.011992,0.188298,355.240543,57.883801,0.513087,54.40595433,-7.369374801,3,sunflower and peanuts
,H 1235,0,0.172421,0.039376,0.023713,0.011645,0.277559,2500.641656,133.436305,0.47214,54.26372655,-7.81659117,3,sunflower and peanuts
,H 1234,0,0.131135,0.011292,0,0.031289,0.610493,1254.668041,30.758699,0.204029,54.25474298,-7.816631116,3,sunflower and peanuts
,J 4877,0,0.308886,0.008801,0.32062,0.165179,0.055933,0,75.3032,0.129218,54.6194951,-5.709546764,3,sunflower and peanuts
,J 4879,0,0.202582,0.092382,0.1974,0.05414,0.035549,0,7.927,0.209072,54.63744685,-5.708537237,3,sunflower and peanuts
,J 0143,0,0.205806,0.021222,0,0.019261,0.050844,4153.284296,27.500051,0.689455,54.32575382,-6.448392339,3,sunflower and peanuts
,D 0642,0.014146,0.020455,0.012354,0.136011,0.134482,0.135314,1096.09752,44.209366,0.547238,55.21367603,-6.335467958,3,sunflower and peanuts
,D 0741,0.223585,0.008464,0,0.597347,0.006031,0.011829,2267.390426,19.773899,0.152745,55.20448236,-6.320143503,3,sunflower and peanuts
,H 1466,0,0.024045,0.489519,0.0624,0,0,910.175332,20.590099,0.410201,54.54215926,-7.784441202,3,sunflower and peanuts
,H 2047,0,0.032835,0.012925,0.06809,0.006764,0,3380.573996,20.16,0.826287,54.3712777,-7.693021024,3,sunflower and peanuts
,H 9527,0.283857,0.071882,0.014405,0.369179,0.009706,0.026228,1224.308393,1306.4935,0.212917,54.18321311,-6.545644201,3,sunflower and peanuts
,J 2870,0,0.048002,0.757429,0,0.058625,0,3074.522267,9.1005,0.135943,54.56211102,-6.021996387,3,sunflower and peanuts
,J 2672,0,0.163287,0.11743,0.104746,0.025033,0.416432,6133.074262,57.795898,0.110155,54.58056832,-6.052037922,3,sunflower and peanuts
,D 1337,0,0.015991,0,0.050748,0.006615,0,6458.832076,37.684949,0.926646,55.16723663,-6.227548391,3,sunflower and peanuts
,H 4232,0.003293,0.136316,0.016806,0.235367,0,0.180584,3283.589843,36.916349,0.427633,54.23519679,-7.356646709,3,sunflower and peanuts
,H 4231,0,0.074528,0,0.094381,0,0.372651,287.037034,31.746901,0.452706,54.2262137,-7.356786474,3,sunflower and peanuts
,J 4292,0,0.073601,0.007536,0.204262,0.026094,0.033837,2879.552778,48.5919,0.654669,54.75586115,-5.795064371,3,sunflower and peanuts
,J 0414,0,0.041417,0.039073,0.286147,0.087174,0.070635,0,3732.20956,0.475553,54.06472521,-6.412319882,3,sunflower and peanuts
,H 5138,0.060293,0.207603,0.01786,0.092413,0.06934,0.469139,2703.927019,52.353901,0.078003,54.28827735,-7.217618336,3,sunflower and peanuts
,H 0440,0,0.181979,0.051445,0.072241,0.159663,0.208353,0,61.182301,0.322441,54.30876901,-7.939293904,3,sunflower and peanuts
,J 6052,0,0.020764,0.016264,0.010109,0.031294,0.071169,2586.272351,2291.536279,0.850399,54.39146737,-5.537497142,3,sunflower and peanuts
,C 9917,0.613693,0.013802,0,0.353005,0,0,2429.425615,43.14975,0.0195,54.99065022,-6.454085286,3,sunflower and peanuts
,D 2718,0,0,0.009161,0.045524,0.146304,0.057454,3573.178401,140.94725,0.717369,54.99328311,-6.016461216,3,sunflower and peanuts
,J 4681,0,0.185349,0.226987,0.170069,0.011425,0,3893.675713,27.660899,0.406171,54.65598086,-5.738489083,3,sunflower and peanuts
,J 2722,0,0.027916,0.008938,0.286338,0.24453,0.359329,2141.306851,189.310001,0.072949,54.13140607,-6.057881737,3,sunflower and peanuts
,H 1264,0,0.212184,0.004929,0.376423,0,0.01444,0,94.8245,0.337539,54.52424415,-7.815423169,3,sunflower and peanuts
,H 8630,0.010346,0.257427,0.007961,0.315774,0,0.039938,3426.734345,94.431202,0.363969,54.21174276,-6.682596367,3,sunflower and peanuts
,H 7086,0.073841,0.014081,0.001722,0.886347,0.005632,0,3615.690021,27.4863,0.007177,54.71715068,-6.914543618,3,sunflower and peanuts
,H 7384,0.119283,0.009328,0.022402,0.251824,0.199476,0.169185,408.831652,9.71762,0.092933,54.69876249,-6.868502202,3,sunflower and peanuts
,J 2419,0.325307,0,0,0,0.147327,0.0045,1623.615406,153.091948,0.522866,54.10520094,-6.104977847,3,sunflower and peanuts
,H 9178,0.003349,0.039183,0.086308,0.43901,0,0,0,15.5387,0.432149,54.6419528,-6.591269604,3,sunflower and peanuts
,H 3241,0,0.068792,0,0.060659,0,0.00618,197.711506,159.088271,0.864368,54.31676756,-7.509035338,3,sunflower and peanuts
,J 1225,0,0.063482,0.034073,0.00613,0.021656,0.039768,1968.554013,82.434333,0.591765,54.16182855,-6.286119904,3,sunflower and peanuts
,H 2627,0,0.32191,0.036269,0.04706,0.034496,0.173181,5066.990641,28.94405,0.387086,54.19134012,-7.602440875,3,sunflower and peanuts
,H 4329,0,0.076478,0.005637,0,0,0.059221,4190.656954,79.823799,0.858663,54.20816469,-7.341741195,3,sunflower and peanuts
,H 7695,0,0.368974,0,0.03959,0,0.115261,3389.944832,77.877502,0.453086,54.79710988,-6.819110062,3,sunflower and peanuts
,J 0528,0,0.101625,0.208464,0.002408,0.007988,0.14957,3860.490367,113.3712,0.498513,54.1902466,-6.392190695,3,sunflower and peanuts
,J 3525,0.040921,0,0,0,0.915471,0,1645.126086,95.564301,0.043492,54.15630366,-5.934241013,3,sunflower and peanuts
,J 3828,0,0.036595,0.054666,0.448017,0.1436,0.06994,1300.502432,178.020004,0.224849,54.18244018,-5.886979948,3,sunflower and peanuts
,C 7535,0,0.202827,0.041695,0.323508,0.000352,0.110359,4873.429873,45.7159,0.308196,55.15648685,-6.824200382,3,sunflower and peanuts
,J 0835,0,0.114222,0.009633,0.035037,0,0.106233,2235.29519,19.4545,0.683534,54.2524839,-6.343737914,3,sunflower and peanuts
,H 7677,0,0.221163,0.014162,0.197726,0,0,1693.440061,35.818199,0.560871,54.63545137,-6.823800892,3,sunflower and peanuts
,H 1767,0,0.058447,0,0.495489,0,0.341147,2975.425542,19.47635,0.104917,54.55105074,-7.738032685,3,sunflower and peanuts
,J 0537,0,0.040089,0.007256,0.022181,0.023815,0.170742,1256.854012,59.292032,0.716701,54.27106759,-6.389045133,3,sunflower and peanuts
,H 8770,0,0.368723,0,0.101088,0,0.038902,490.913372,34.986599,0.491287,54.57081269,-6.655575862,3,sunflower and peanuts
,H 2067,0,0,0,0.307514,0.007305,0.20186,2597.291309,18.17355,0.483322,54.55094134,-7.691671897,3,sunflower and peanuts
,H 1851,0,0.734211,0.046342,0.123523,0,0,0,48.85515,0.056208,54.40728537,-7.723551367,3,sunflower and peanuts
,C 4619,0,0.211082,0.146551,0.030189,0,0,0,38.740898,0.479244,55.01632004,-7.281663254,3,sunflower and peanuts
,H 2244,0,0.080921,0.568814,0.014058,0,0.030658,1600.786392,53.636452,0.221309,54.34424551,-7.662470309,3,sunflower and peanuts
,C 5010,0,0.248377,0.100156,0,0,0.035495,4908.237426,50.355349,0.615972,54.93509933,-7.220707717,3,sunflower and peanuts
,J 1020,0,0.334107,0.042248,0,0.249419,0.145388,268.042248,15.0472,0.202193,54.11736082,-6.318544112,3,sunflower and peanuts
,C 5720,0,0.088487,0.04969,0.003272,0,0.363777,3824.541896,18.633699,0.485393,55.02416454,-7.10952902,3,sunflower and peanuts
,H 6153,0,0.07796,0.021046,0.08755,0,0,973.333748,48.111034,0.813443,54.42191715,-7.061016358,3,sunflower and peanuts
,H 9133,0.135651,0.141963,0.026637,0.522866,0,0.05429,1035.509195,28.629,0.118594,54.23782345,-6.605075886,3,sunflower and peanuts
,H 8930,0,0.023484,0.028854,0.223905,0.03116,0.099187,0,27.293501,0.574008,54.21123121,-6.636628609,3,sunflower and peanuts
,J 2828,0,0,0,0.072185,0.152186,0.032349,3995.915562,118.432152,0.704404,54.1850294,-6.040048318,3,sunflower and peanuts
,H 2669,0,0.151099,0,0.207931,0.221253,0.27647,4444.483267,40.645766,0.143247,54.56863513,-7.598774884,3,sunflower and peanuts
,D 2922,0,0.045954,0.038794,0.015968,0.00772,0.106906,3897.554862,315.936445,0.75141,55.02867741,-5.983432021,3,sunflower and peanuts
,C 9529,0.070146,0,0,0.668519,0,0,0,31.318701,0.261335,55.09918134,-6.512563569,3,sunflower and peanuts
,C 8216,0,0.107797,0,0.431514,0.024003,0.119115,1246.804781,4.0467,0.310722,54.98475533,-6.719878849,3,sunflower and peanuts
,H 4638,0,0.151219,0,0.262669,0,0.189399,7044.083086,3636.069051,0.396713,54.28875117,-7.294388695,3,sunflower and peanuts
,H 9733,0,0.033504,0.088237,0.021074,0,0.001479,3033.838926,26.1082,0.688634,54.23672332,-6.513086982,3,sunflower and peanuts
,D 3011,0,0.119165,0,0.047534,0.068045,0.02186,3984.33583,24.5145,0.743395,54.92967146,-5.972788635,3,sunflower and peanuts
,D 3013,0,0.237526,0.008587,0.209188,0.01169,0.067632,5318.146653,170.105403,0.465377,54.9476254,-5.971884749,3,sunflower and peanuts
,D 1821,0.207699,0.056364,0,0.580443,0.115327,0,3720.770537,12.5006,0.040167,55.02242786,-6.155760004,3,sunflower and peanuts
,H 5380,0.741252,0,0,0,0.159792,0.068247,2980.956818,59.4785,0.03071,54.66533387,-7.179390079,3,sunflower and peanuts
,H 1941,0,0.067302,0.011194,0.203141,0,0.010524,4085.471692,35.6563,0.707839,54.31741567,-7.708788791,3,sunflower and peanuts
,H 9917,0,0.235667,0.086614,0.13086,0.06406,0.214351,0,15.0852,0.268447,54.0926512,-6.487676772,3,sunflower and peanuts
,D 2031,0.016122,0.011062,0,0.024432,0.631936,0.065898,9031.847637,40.296749,0.25055,55.11172584,-6.120302398,3,sunflower and peanuts
,H 6560,0,0.176024,0,0,0.004422,0.051304,3319.203199,11.0411,0.758575,54.48429597,-6.997869719,3,sunflower and peanuts
,H 6893,0.020642,0.008103,0.014253,0.575076,0.233489,0.092872,4720.078802,49.274399,0.055565,54.78029413,-6.943936721,3,sunflower and peanuts
,H 4782,0,0.143515,0.02392,0.076592,0,0.139176,4102.527128,11.0411,0.616798,54.68389275,-7.272043767,3,sunflower and peanuts
,H 2722,0,0.04386,0.203421,0.021451,0.014551,0.077514,4207.216486,27.9857,0.583593,54.14637096,-7.587569356,3,sunflower and peanuts
,C 7815,0,0.030734,0,0.482731,0.187369,0.154248,174.031052,54.608501,0.144919,54.97641639,-6.782616188,3,sunflower and peanuts
,H 9740,0,0.014012,0.02037,0.374219,0.037746,0,1671.373941,2515.23271,0.553653,54.29958729,-6.510821681,3,sunflower and peanuts
,J 4643,0,0.079683,0.02167,0.286391,0.070189,0.052397,3700.463766,60.9405,0.489668,54.31488032,-5.75724608,3,sunflower and peanuts
,C 9839,0.102947,0.024156,0,0.298922,0.018815,0.004309,1529.412112,63.741052,0.550851,55.18838911,-6.462136125,3,sunflower and peanuts
,J 1817,0,0.620929,0.083157,0.145153,0.017128,0.039533,688.675161,24.2816,0.042974,54.0886515,-6.1974362,3,sunflower and peanuts
,H 1076,0.172838,0.040682,0.001611,0.523408,0.013901,0.167019,2108.344976,27.5797,0.078946,54.63208469,-7.845903262,3,sunflower and peanuts
,J 4772,0,0.158612,0.030411,0.092103,0.179846,0.185983,0,42.155949,0.349068,54.57490672,-5.727516238,3,sunflower and peanuts
,H 1645,0.046438,0.084534,0.027288,0.070643,0,0.021036,4254.635321,65.020701,0.750062,54.35345194,-7.754672581,3,sunflower and peanuts
,D 0436,0.005813,0,0.016218,0.471968,0.060521,0.03972,0,51.012751,0.405761,55.16022915,-6.369077096,3,sunflower and peanuts
,H 5454,0,0.088401,0,0.127699,0,0.004935,576.845121,48.889502,0.769215,54.43168993,-7.168658963,3,sunflower and peanuts
,H 4193,0,0.0042,0,0.236782,0.114873,0.503364,4857.618894,205.990032,0.140781,54.78322195,-7.363515384,3,sunflower and peanuts
,H 4826,0.010926,0.235832,0.014287,0.050219,0,0.160368,493.451213,23.3515,0.501845,54.18077259,-7.265597665,3,sunflower and peanuts
,H 4041,0,0.211775,0,0.227972,0.014487,0.276059,1662.252169,5.64027,0.269706,54.31620435,-7.386114807,3,sunflower and peanuts
,H 7982,0,0.211642,0,0.199037,0,0.05001,3826.105732,42.565901,0.53931,54.67989605,-6.776004409,3,sunflower and peanuts
,H 8081,0,0.085471,0,0.102009,0.007389,0.021448,3564.114301,15.2986,0.764206,54.67075755,-6.760778948,3,sunflower and peanuts
,H 2171,0.020294,0.054393,0,0.054828,0.405897,0.423083,4696.364728,13.0399,0.041506,54.58683295,-7.675933166,3,sunflower and peanuts
,H 7488,0.964393,0,0,0,0,0,0,7.26405,0.005803,54.73454119,-6.85198042,3,sunflower and peanuts
,J 1042,0,0.064147,0.204609,0,0.013831,0.145504,965.214341,38.55855,0.549947,54.31491615,-6.310495863,3,sunflower and peanuts
,C 4215,0,0.024045,0.489519,0.0624,0,0,910.175332,20.590099,0.410201,54.98074555,-7.344773996,3,sunflower and peanuts
,H 9152,0,0.246018,0.046245,0.04119,0.019948,0.192902,2248.080967,822.039981,0.446793,54.40845946,-6.599288175,3,sunflower and peanuts
,H 1081,0.510022,0.015383,0,0.151915,0.107362,0.198238,3689.57601,41.886433,0.01708,54.67699964,-7.845732816,3,sunflower and peanuts
,J 3650,0,0.042174,0.032864,0.036651,0.023255,0.291686,0,7.927,0.573371,54.38048107,-5.907601367,3,sunflower and peanuts
,D 0134,0,0.025675,0.012083,0.014302,0.08028,0,2226.134674,4484.840955,0.86766,55.14289198,-6.416835903,3,sunflower and peanuts
,J 5668,0,0.039188,0.027456,0.104387,0.035017,0.10356,669.613182,15.4466,0.6867,54.53631328,-5.590590169,3,sunflower and peanuts
,J 5571,0,0.000194,0.025161,0.058928,0.015555,0.126487,707.038238,44.381749,0.773675,54.56354591,-5.604446601,3,sunflower and peanuts
,H 1772,0,0.110602,0,0.38765,0,0.361417,1859.495767,656.189757,0.140331,54.59596599,-7.737744078,3,sunflower and peanuts
,D 0138,0.159328,0.003583,0,0.185827,0.013972,0.000985,0,16.74275,0.636305,55.17880732,-6.415411911,3,sunflower and peanuts
,G 9154,0.010674,0.092957,0.072918,0.530361,0,0.016832,1774.309616,20.9398,0.274451,54.43447269,-8.139435814,3,sunflower and peanuts
,C 5216,0,0.060182,0.076975,0.021217,0.003305,0.003061,5807.509857,70.8566,0.83526,54.98878522,-7.188423345,3,sunflower and peanuts
,H 5141,0.028844,0.075859,0,0.741012,0.021062,0.097995,4271.566085,17.77974,0.035227,54.31522549,-7.217106932,3,sunflower and peanuts
,H 3523,0.076998,0.672302,0,0.019033,0,0.128018,123.407432,243.835603,0.077929,54.15487243,-7.46503655,3,sunflower and peanuts
,J 4035,0,0.038027,0.088709,0,0.085575,0.028938,0,118.184998,0.095941,54.24474066,-5.85311064,3,sunflower and peanuts
,J 4135,0,0.047909,0.020037,0.010285,0.254312,0.18818,0,90.951234,0.00822,54.24446653,-5.837782437,3,sunflower and peanuts
,J 1120,0,0.547927,0.073401,0.144861,0.022379,0,0,91.377502,0.112461,54.11714622,-6.303258764,3,sunflower and peanuts
,H 2356,0.007296,0.278897,0.006899,0.209292,0.008086,0.016019,3346.183263,49.155701,0.473511,54.4520003,-7.646167006,3,sunflower and peanuts
,C 5211,0.058867,0.255661,0.005453,0.040176,0.022012,0,3932.898853,94.808098,0.617831,54.94387694,-7.18932863,3,sunflower and peanuts
,J 5951,0,0.068294,0.201617,0.120073,0.005563,0.031177,1868.575574,6777.00166,0.573277,54.38280502,-5.553411157,3,sunflower and peanuts
,H 7073,0,0.030624,0,0.115891,0.001575,0.02578,4017.740244,28.46495,0.81961,54.60039239,-6.917652888,3,sunflower and peanuts
,J 5682,0,0.121768,0.174472,0.215198,0.023895,0.065798,1086.887564,5.64027,0.351605,54.66196513,-5.583154965,3,sunflower and peanuts
,H 3246,0,0.030369,0.030979,0.009855,0.038006,0.02101,4525.622444,7.24089,0.869782,54.36168338,-7.508499456,3,sunflower and peanuts
,J 0887,0,0.316858,0,0.397084,0.022708,0,244.342982,41.023951,0.23309,54.71941659,-6.324749619,3,sunflower and peanuts
,J 4077,0,0.177122,0.007394,0.000607,0.018782,0.19092,960.059053,73.026499,0.600991,54.62177397,-5.833294347,3,sunflower and peanuts
,H 3425,0,0.669548,0,0.047416,0.070521,0.030732,0,30.66075,0.074895,54.17290627,-7.480116435,3,sunflower and peanuts
,H 2351,0,0.205345,0.030251,0.086022,0.0127,0.019279,5042.276736,69.309298,0.646404,54.40708436,-7.64655419,3,sunflower and peanuts
,H 2452,0,0.174422,0.019084,0.056366,0.020961,0.017114,3239.146816,30.410301,0.712055,54.41602147,-7.631074156,3,sunflower and peanuts
,J 2325,0,0,0,0,0.701525,0.182305,1578.714826,33.252967,0.11617,54.15931444,-6.117815267,3,sunflower and peanuts
,C 6720,0,0.135612,0.025124,0.038639,0,0.217729,5444.794706,168.416097,0.582895,55.02291983,-6.953201018,3,sunflower and peanuts
,H 1446,0,0.33479,0,0.220764,0,0.040612,4540.745026,193.691236,0.230079,54.36249403,-7.785384595,3,sunflower and peanuts
,J 1917,0,0.126295,0.002744,0.54177,0.175501,0.081378,5153.932208,39.999232,0.072311,54.0884216,-6.182162396,3,sunflower and peanuts
,J 4057,0,0.158032,0.005842,0.156872,0.086732,0.186903,0,114.14442,0.405619,54.44223787,-5.842787703,3,sunflower and peanuts
,J 2337,0,0.036501,0.003653,0.000407,0.260585,0.257578,0,11.3542,0.441276,54.26706026,-6.112907418,3,sunflower and peanuts
,G 9847,0,0.008922,0,0.108835,0.16065,0.245602,2762.816069,33.4646,0.475991,54.37166491,-8.031518848,3,sunflower and peanuts
,J 3943,0,0.064698,0,0.309178,0.013432,0.164477,0,129.5522,0.417484,54.31683164,-5.86472634,3,sunflower and peanuts
,H 9038,0,0.024095,0.021313,0.18732,0,0.060057,3262.761411,40.002934,0.594981,54.282905,-6.618907376,3,sunflower and peanuts
,H 4764,0,0.203821,0.034108,0.034961,0.033307,0.042867,0,58.498598,0.644467,54.52220997,-7.274924065,3,sunflower and peanuts
,D 2501,0,0,0,0.164591,0.280229,0.081437,4890.651635,57.763901,0.466351,54.84117218,-6.055067424,3,sunflower and peanuts
,H 3792,0.114697,0,0,0.657737,0.08083,0.040221,2455.190908,46.048299,0.106516,54.77454992,-7.425808262,3,sunflower and peanuts
,J 0318,0,0.070105,0.005294,0.193719,0.013947,0.244978,1404.631793,53.89835,0.447208,54.10084779,-6.426227674,3,sunflower and peanuts
,J 0219,0,0.019355,0.006583,0.008993,0.185994,0.214586,599.283264,195.075002,0.564489,54.11002725,-6.441171012,3,sunflower and peanuts
,D 1628,0.061288,0.014464,0,0.751182,0.043996,0.120544,2597.517862,32.171,0.008526,55.08574311,-6.184170225,3,sunflower and peanuts
,D 1627,0.032271,0,0,0.199614,0.170692,0.597423,5609.61335,52.6454,0,55.07676523,-6.18457708,3,sunflower and peanuts
,D 1321,0.462988,0,0,0.36973,0.158465,0,4256.129074,38.076,0.008817,55.02358734,-6.233895309,3,sunflower and peanuts
,H 2773,0,0.169357,0,0.166429,0.171302,0.334801,2554.003629,32.847666,0.158111,54.60451439,-7.582947642,3,sunflower and peanuts
,J 2628,0.033766,0,0,0,0.054571,0.041654,1929.738824,7.24089,0.870009,54.18552392,-6.070664836,3,sunflower and peanuts
,H 8682,0,0.188975,0.005833,0.046905,0.008715,0.012901,2882.392012,505.690432,0.736671,54.67875119,-6.667514034,3,sunflower and peanuts
,C 7827,0,0.18498,0,0.355961,0.190707,0.220083,1766.894353,45.64005,0.046604,55.08418153,-6.779343789,3,sunflower and peanuts
,D 3016,0,0.474388,0.024416,0.181733,0.015374,0.066429,0,54.133301,0.221411,54.97455619,-5.970527036,3,sunflower and peanuts
,J 1892,0,0.058954,0.006768,0.478896,0.128132,0.127723,266.058278,31.6043,0.194731,54.76206466,-6.167622677,3,sunflower and peanuts
,H 8637,0,0.061429,0.020344,0.007426,0.009319,0.056285,4059.568751,31.070699,0.845196,54.27461156,-6.680591043,3,sunflower and peanuts
,C 4215,0,0.024045,0.489519,0.0624,0,0,910.175332,20.590099,0.410201,54.98074555,-7.344773996,3,sunflower and peanuts
,H 8758,0,0.090201,0.016473,0.008065,0.0001,0.070833,1831.268741,76.716301,0.807647,54.46304358,-6.659112214,3,sunflower and peanuts
,H 5579,0.083394,0.033812,0.007064,0.013438,0,0.393968,2039.729504,34.020599,0.461515,54.65613789,-7.148587076,3,sunflower and peanuts
,J 0214,0,0.0149,0.017629,0.044344,0.007085,0.099875,0,26.979,0.816167,54.06512452,-6.442853904,3,sunflower and peanuts
,J 4046,0,0.06128,0.082311,0.368704,0.175145,0.078409,0,12.5006,0.234152,54.34349025,-5.847964733,3,sunflower and peanuts
,H 5088,0.176827,0.018336,0,0.257145,0.016536,0.256367,2573.132757,41.0149,0.27479,54.737497,-7.224507073,3,sunflower and peanuts
,J 2218,0.00604,0,0,0,0.077927,0.916033,2660.330212,18.17355,0,54.0966994,-6.135939588,3,sunflower and peanuts
,H 4534,0.372619,0.152741,0,0.432864,0,0,2629.651463,454.318407,0.036437,54.25290829,-7.310343511,3,sunflower and peanuts
,H 1150,0,0.165772,0.016833,0.429616,0.033776,0.100828,1687.198334,10.777085,0.253174,54.39850097,-7.831385691,3,sunflower and peanuts
,H 0664,0,0.011482,0,0.252424,0.572712,0.144119,1346.427362,40.751099,0.009432,54.52435035,-7.908085126,3,sunflower and peanuts
,D 0900,0,0.017668,0.101192,0.045412,0.01722,0,2669.24741,110.654133,0.794222,54.83592704,-6.304361133,3,sunflower and peanuts
,H 0147,0,0,0,0.454892,0.156972,0.362166,2818.561043,4.0467,0.025969,54.37166799,-7.985359722,3,sunflower and peanuts
,J 3132,0,0.001726,0,0.105837,0.050523,0.356694,2111.798994,45.192751,0.485219,54.22018579,-5.992384108,3,sunflower and peanuts
,H 1760,0,0.244068,0.010748,0.01239,0,0.020092,1052.374113,60.782551,0.699256,54.48816883,-7.738435403,3,sunflower and peanuts
,J 3791,0,0.016569,0,0.595236,0.183414,0.098739,4494.390592,46.219299,0.047745,54.74827118,-5.87313957,3,sunflower and peanuts
,J 3589,0,0.08095,0,0.376688,0.123824,0.241603,1481.886898,45.64005,0.176935,54.73085803,-5.905103489,3,sunflower and peanuts
,J 2023,0,0.041477,0,0.466327,0.249939,0.188152,2074.940021,154.380848,0.054105,54.1420651,-6.164508973,3,sunflower and peanuts
